none-STE、ternary_schedule、amend_loss、
---
1.58-bit Ternary Model、
This directory contains the training logs for our STE-free Ternary (1.58-bit) Model
---
（英語OpenWebText・10万歩）を開始します...
Step 0/32000 | CE Loss: 12.2871 | Trio Blend: 0.0%
layers.19.mlp.0.weight                        | -0.0041 |  0.4362 |    1.00 |   -1.00 |  5.66
layers.19.mlp.3.weight                        | -0.0261 |  0.4043 |    1.00 |   -1.00 |  5.63
layers.19.out_proj.weight                     | -0.0105 |  0.3573 |    1.00 |   -1.00 |  5.37
layers.19.qkv.weight                          | -0.0117 |  0.4573 |    1.00 |   -1.00 |  5.56
layers.2.mlp.0.weight                         |  0.0038 |  0.5067 |    1.00 |   -1.00 |  5.67
layers.2.mlp.3.weight                         |  0.0038 |  0.3484 |    1.00 |   -1.00 |  5.65
layers.2.out_proj.weight                      |  0.0002 |  0.2741 |    1.00 |   -1.00 |  5.38
layers.2.qkv.weight                           |  0.0065 |  0.4754 |    1.00 |   -1.00 |  5.52
layers.20.mlp.0.weight                        |  0.0185 |  0.4301 |    1.00 |   -1.00 |  5.66
layers.20.mlp.3.weight                        |  0.0076 |  0.4125 |    1.00 |   -1.00 |  5.63
layers.20.out_proj.weight                     | -0.0074 |  0.4323 |    1.00 |   -1.00 |  5.41
layers.20.qkv.weight                          | -0.0095 |  0.4289 |    1.00 |   -1.00 |  5.56
layers.21.mlp.0.weight                        |  0.0185 |  0.4340 |    1.00 |   -1.00 |  5.67
layers.21.mlp.3.weight                        |  0.0117 |  0.4229 |    1.00 |   -1.00 |  5.63
layers.21.out_proj.weight                     |  0.0379 |  0.4586 |    1.00 |   -1.00 |  5.43
layers.21.qkv.weight                          |  0.0181 |  0.4517 |    1.00 |   -1.00 |  5.53
layers.22.mlp.0.weight                        |  0.0127 |  0.4215 |    1.00 |   -1.00 |  5.67
layers.22.mlp.3.weight                        | -0.0142 |  0.4287 |    1.00 |   -1.00 |  5.66
layers.22.out_proj.weight                     |  0.0090 |  0.4570 |    1.00 |   -1.00 |  5.46
layers.22.qkv.weight                          | -0.0030 |  0.4303 |    1.00 |   -1.00 |  5.53
layers.23.mlp.0.weight                        |  0.0242 |  0.4349 |    1.00 |   -1.00 |  5.66
layers.23.mlp.3.weight                        | -0.0092 |  0.3675 |    1.00 |   -1.00 |  5.67
layers.23.out_proj.weight                     | -0.0005 |  0.3852 |    1.00 |   -1.00 |  5.38
layers.23.qkv.weight                          |  0.0115 |  0.4324 |    1.00 |   -1.00 |  5.52
layers.3.mlp.0.weight                         | -0.0189 |  0.4833 |    1.00 |   -1.00 |  5.67
layers.3.mlp.3.weight                         |  0.0102 |  0.3595 |    1.00 |   -1.00 |  5.65
layers.3.out_proj.weight                      | -0.0025 |  0.3115 |    1.00 |   -1.00 |  5.31
layers.3.qkv.weight                           |  0.0251 |  0.4530 |    1.00 |   -1.00 |  5.53
layers.4.mlp.0.weight                         |  0.0041 |  0.4719 |    1.00 |   -1.00 |  5.67
layers.4.mlp.3.weight                         | -0.0088 |  0.3623 |    1.00 |   -1.00 |  5.65
layers.4.out_proj.weight                      |  0.0069 |  0.3526 |    1.00 |   -1.00 |  5.35
layers.4.qkv.weight                           |  0.0226 |  0.4593 |    1.00 |   -1.00 |  5.56
layers.5.mlp.0.weight                         |  0.0029 |  0.5050 |    1.00 |   -1.00 |  5.66
layers.5.mlp.3.weight                         |  0.0079 |  0.3396 |    1.00 |   -1.00 |  5.62
layers.5.out_proj.weight                      |  0.0014 |  0.3697 |    1.00 |   -1.00 |  5.38
layers.5.qkv.weight                           | -0.0267 |  0.4430 |    1.00 |   -1.00 |  5.56
layers.6.mlp.0.weight                         |  0.0226 |  0.4660 |    1.00 |   -1.00 |  5.67
layers.6.mlp.3.weight                         |  0.0037 |  0.3739 |    1.00 |   -1.00 |  5.63
layers.6.out_proj.weight                      | -0.0061 |  0.3420 |    1.00 |   -1.00 |  5.34
layers.6.qkv.weight                           |  0.0197 |  0.4442 |    1.00 |   -1.00 |  5.53
layers.7.mlp.0.weight                         | -0.0398 |  0.4449 |    1.00 |   -1.00 |  5.66
layers.7.mlp.3.weight                         |  0.0068 |  0.3722 |    1.00 |   -1.00 |  5.64
layers.7.out_proj.weight                      | -0.0282 |  0.3675 |    1.00 |   -1.00 |  5.37
layers.7.qkv.weight                           |  0.0120 |  0.4651 |    1.00 |   -1.00 |  5.56
layers.8.mlp.0.weight                         | -0.0240 |  0.4524 |    1.00 |   -1.00 |  5.66
layers.8.mlp.3.weight                         |  0.0231 |  0.3776 |    1.00 |   -1.00 |  5.60
layers.8.out_proj.weight                      |  0.0170 |  0.3391 |    1.00 |   -1.00 |  5.33
layers.8.qkv.weight                           | -0.0096 |  0.4836 |    1.00 |   -1.00 |  5.55
layers.9.mlp.0.weight                         |  0.0147 |  0.4235 |    1.00 |   -1.00 |  5.66
layers.9.mlp.3.weight                         |  0.0186 |  0.3676 |    1.00 |   -1.00 |  5.60
layers.9.out_proj.weight                      | -0.0043 |  0.3399 |    1.00 |   -1.00 |  5.31
layers.9.qkv.weight                           |  0.0182 |  0.4266 |    1.00 |   -1.00 |  5.55
output_head.weight                            |  0.0031 |  0.0523 |    0.06 |   -0.06 |  2.68
